"Brand","Brand ID","Month and Year","Affiliate","Impressions","Clicks","Signups","NDC","fdt","Net Revenue","Earnings"
"Nesine","1","Feb-24","dahi80","8","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-yabancidiziizle-pgskn","0","26","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","harelce","14","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Maad21","0","34","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","fujiline","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-justintv-izle1","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","mister","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","click4","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","anobat73","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","cleveradvertising","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","osem","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","dafalgan150","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","bonuskrali","95","8","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","macbolgesi","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","bahislife","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","psikopus","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","casinoyna","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","abdullahugurlu","0","15","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","mericcan","2","31","2","0","0","€ 5.89","€ 2.36"
"Nesine","1","Feb-24","Mabets","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","muratozdogan","0","1","0","0","0","-€ 0.11","€ 0.00"
"Nesine","1","Feb-24","casinosepetim","0","1,481","1","0","0","€ 306.31","€ 107.21"
"Nesine","1","Feb-24","AlperanQ","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","pokeroyna","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","abdullahugrlu","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","joonasml","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","onderkalmuk","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-canlimaclinkleri1","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Allforbets","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","salgora","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","lunarb1","301","1,249","8","4","4","€ 226.78","€ 219.37"
"Nesine","1","Feb-24","ams-macsalonu2","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","econfox","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","sml3447","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","casinoadviser","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","casinoreklam","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-filmifullizle-pgskn","0","51","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-fullhdfilmizle-pgskn","0","30","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","kroto","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","1casinooyunlari","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","explode","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","freakspin","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","1907efe","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","aras10","22","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","tubecuda","0","48,776","426","217","217","€ 40,239.72","€ 16,206.04"
"Nesine","1","Feb-24","ams-hdfilmsitesi-pgskn","0","31","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-cinee-izle-net-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hdfilm720p-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-sinemadafilmizle-pgskn","0","19","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-bahisanaliz-mailing","0","8","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-bahisanaliz-SMS","0","14","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","umkooo","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","cagatay49","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Netentcasino","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","tacilug","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","xperia","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-bahispesinde","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-bahispesinde3","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","undeath","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","nwalkerjv","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","teufel25","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-yeppudaa-pgskn","0","9","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","nusretsinkil","13","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","hannyi","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ddizi-pgskn","0","35","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hddizitvizle-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-damararabesk","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-ankaraoyunhavalari","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-ehliyetsorulari","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","cstk","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ulasbilgi","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","downholl","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","gokselcakmak","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-diziadresin","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","waldoroyal","3","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","tugrulsopoglu","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ayhan2000","6","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","esiok5121","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","bybossx","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","yasinsir","2","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","smuser8","2,623","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","xjy7619gk","0","11","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","germanicus","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","abahis","0","86,985","115","87","87","€ 4,807.66","€ 1,201.92"
"Nesine","1","Feb-24","bets10clicks","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-indirmedenfilmizle-net-pgskn","0","9","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-filmseyret-net-pgskn","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hdfilmdeposu-net-pgskn","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-fullmuvi-pgskn","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-sinevizyonda-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-cimbomhaber-pgskn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-blind-network","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","thelastkinq","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","serpilim","0","67","0","0","0","-€ 108.32","€ 0.00"
"Nesine","1","Feb-24","rastgelefilm","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Cassz","0","42","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hizliizlefilm-pgskn","0","17","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","trixonite","0","1","0","3","3","€ 64.01","€ 226.00"
"Nesine","1","Feb-24","asyaefe","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","AhmetOZALP","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","erengrfk","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","baysihir","4","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-fullhdfilmseyret-pgskn","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-winonbet-pgskn","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","adsanta","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","blogoogle","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","mrbahis","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","timeiddaa","20","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-tvdesporekrani","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-macadogru-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-birdenizle-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-onlinefilmkeyfi-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-aedn-org-pgskn","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-indirmedenfilmizle-net-video","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","hepnetgrup","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","yilmazciftci","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hddizitvizle1-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-720pfilmizle-tv-pgskn","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-sinemafilmleriizle-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hindimoviewatch-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-bahisanaliz-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","lionking","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","aspeqt","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-korediziizle-pgskn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hdfilmcehennemi-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-bedavaafilmizle-pgskn","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hintcefilm-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hdyabancidizi-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-birhdfilm-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-canlidiziizleyin-net-pgskn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","attut","4","16","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-jetfilmizle-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","vfb1893ev","2","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-unutulmazfilmler-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","lgnd003","2","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","mhaysal","0","287","0","0","0","€ 1,567.40","€ 391.85"
"Nesine","1","Feb-24","ams-iphone-topcambazi","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-sporkolik","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-depar","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","habermelita","48","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hdfilmgecesi-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-fullhdfilmizledim-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-yerlikomedi-net-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-youtubefilmizle-net-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-kelime-deposu","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-inci-caps","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-inci-caps","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-sarkilar","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-ilgincbilgiler","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-aedn-org-video","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","snrbbk","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-sportkahin","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-penalti","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-galatasaraysaat","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-dizibox-video","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","serhat1988","0","19","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","EVIPER","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","jokergoogle","10","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-fullhdtekpart-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","casino34","0","49","0","0","0","-€ 206.35","€ 0.00"
"Nesine","1","Feb-24","bahissitesi","0","40","2","1","1","€ 6.68","€ 1.67"
"Nesine","1","Feb-24","ams-iphone-bjkpuzzle","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-milanpuzzle","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-romapuzzle","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-keskin-nisanci","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","shen39","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-fenerbahcem","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-milyoner-ol","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-math-genie","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-besiktasim","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-trabzonsporum","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-pota","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-sut-atisi","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-baytahmin","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-baytahmin","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","galinstefanov","0","133","0","0","0","-€ 69.00","€ 0.00"
"Nesine","1","Feb-24","ams-hddizi-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-webmacizle","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-spormagazin","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-placeguide","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-explogle","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","royalgames","0","13","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-onlinefilmizledim-RM","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Scope16","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hddizi-tv-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-sporkolik","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-banko-tahminler-iddaa","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","blexr","0","16","0","0","0","€ 25.36","€ 10.14"
"Nesine","1","Feb-24","bestwinbet","0","72","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","bybahis","0","11","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-social-media-accounts","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","sevinz","0","173","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Azad822","1","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-sinemapub-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-gs-mars","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-mac-sonuclari","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","shape","0","38","0","0","0","-€ 436.69","€ 0.00"
"Nesine","1","Feb-24","casinositeleri888","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-hdmovieswatch-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ferdimeric777","399","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-4resim1kelime","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-mac-bultenleri","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-pageskin","0","69","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-ask-doktoru","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-iphone-interpuzzle","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","sefa1155","1","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","skakkola","0","14","1","1","1","€ 7.67","€ 38.07"
"Nesine","1","Feb-24","kacakbahis1","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-tahmin-sozluk","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-surukleme","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-banko-loto","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-android-bay-tahmin","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-iddaa-kuponlari-tahminler","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","illegalbahis","0","19","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-spor-sayfasi","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","wampers","6","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","milimetrik","0","291","1","2","2","-€ 258.25","€ 0.00"
"Nesine","1","Feb-24","janti0","84","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-zombie-in-circle","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-ramses-treasure-slot","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-crazy-freekick","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-vip-iddaa","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ios-goztepe-mars","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","AQMSL","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Berdush63","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-gshaber","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-fbhaber","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-bjkhaber","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-bursasporhaber","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-supersoniksporhaber","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-cityblocks","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-baytahmin","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-fenerbahcezilsesleri","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-kupontuttur","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-serbestbilgileri","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-nameanimal","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Seoactivity","352","392,273","2,320","1,423","1,423","€ 570,805.08","€ 0.00"
"Nesine","1","Feb-24","ams-sporgazetesayfa","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-sporvideox","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-ingilizcemobil","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-onemlitelefonlar","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-adamasmaca1","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-20480oyun","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-bahisanalizeuro2016","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-fullhdfilmizleseneu16-pgskn","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-2048oyunu","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-eurocupslot-jackpot","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-slotarabianights","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ams-baseballpro","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","iddaatahminlightbox","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","sukrubey2","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","onlinegamblenet","0","101","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","LegendCo","0","1","0","0","0","-€ 555.65","€ 0.00"
"Nesine","1","Feb-24","manma34","35","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Admedia","0","1,172","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","bahislimani","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","vipbanko","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","bahisbet10","0","7","0","0","0","-€ 91.32","€ 0.00"
"Nesine","1","Feb-24","vroman","0","17","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","ensaglambahissiteleri","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","KBSystems1","0","68","2","1","1","-€ 0.06","€ 0.00"
"Nesine","1","Feb-24","keanunorman","9","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","yigituslanmaz34","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","SocialMedia","0","1,144,668","4,032","2,863","2,863","€ 368,840.58","€ 0.00"
"Nesine","1","Feb-24","baopt","120","21","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","eludem18","0","26","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","fmbets10","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","arkap","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","mailnewsletter","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","referafriend","0","5,643","1,240","950","950","€ 182,490.33","€ 0.00"
"Nesine","1","Feb-24","muratbetting","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","bespet","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","sd2610","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","mkulaksiz","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","canlibahis","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","yerlibahis","0","167","0","0","0","€ 7,119.38","€ 1,779.84"
"Nesine","1","Feb-24","attutspor2017","23","17","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","canlikazanc","0","650","117","49","49","€ 3,107.34","€ 1,087.57"
"Nesine","1","Feb-24","Scope07","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","KurumsalBahis","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","desicik","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","hepsibahis","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","Trifonoff","0","31","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Feb-24","alexis","0","1,073","2","30","30","€ 67,558.08","€ 33,779.04"
