"Brand","Brand ID","Month and Year","Affiliate","Impressions","Clicks","Signups","NDC","fdt","Net Revenue","Earnings"
"Nesine","1","Jan-24","testuser","24,946","8,967","11,316","7,539","7,539","€ 394,783.82","€ 0.00"
"Nesine","1","Jan-24","casinodomain","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","weblight0013","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","weblight0014","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","weblight0032","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","betstudy","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","kibriscasino","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","dreamydell","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","casino100","0","25","0","0","0","€ 1.21","€ 0.30"
"Nesine","1","Jan-24","Peacefrog","0","9","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","elgoog","2","21","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","3048","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","77","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","fcbet","183","2,012","17","12","12","€ 13,565.69","€ 1,900.00"
"Nesine","1","Jan-24","macsonuclarinet","9,493","1,057","5","3","3","-€ 447.95","€ 0.00"
"Nesine","1","Jan-24","iddaa-tahmin","0","1","0","2","2","€ 43.15","€ 15.10"
"Nesine","1","Jan-24","kappara","12","13","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","casinoklavuzu","744","977","0","2","2","€ 3,105.73","€ 1,242.29"
"Nesine","1","Jan-24","cidoncha","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","casinobahis","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Magent","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","erikessunger","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","panzerhorgen","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","dolunay039","0","81","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","gratispoker","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","iddaliyim","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","cassid","0","12","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","zengineder","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","weblight0145","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","click3","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","onlinetribun","269","36","1","0","0","-€ 216.70","€ 0.00"
"Nesine","1","Jan-24","blogs77","123","606","1","3","3","-€ 1,860.75","€ 0.00"
"Nesine","1","Jan-24","oonder","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ocrloung","0","16","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","mstfonder","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","hgjeap65","0","0","5,580","3,699","3,699","€ 617,019.62","€ 0.00"
"Nesine","1","Jan-24","ghred45","0","0","6","1","1","-€ 5,349.08","€ 0.00"
"Nesine","1","Jan-24","devfat","2","2,321","25","9","9","€ 1,658.35","€ 864.59"
"Nesine","1","Jan-24","oplive","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","casinooyna","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","pokerplus","0","22","1","1","1","€ 2.35","€ 0.59"
"Nesine","1","Jan-24","master7","0","56","0","0","0","€ 460.17","€ 207.08"
"Nesine","1","Jan-24","tvtube","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","tahminetor","0","1,430","1","0","0","€ 715.69","€ 178.92"
"Nesine","1","Jan-24","mickey417","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","sportsbetandwin","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","aricansukru","0","13","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","casinobahis2","0","3,140","238","34","34","€ 1,757.66","€ 1,459.42"
"Nesine","1","Jan-24","malteseo","21","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","oclive","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","biGGipsy","0","106","2","1","1","€ 35.91","€ 8.98"
"Nesine","1","Jan-24","bahissiteleri2","0","36","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","gamblingrooms","0","12","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","erendemirr","2","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","derenbik","10","652","59","11","11","€ 1,220.75","€ 0.48"
"Nesine","1","Jan-24","holdemturkiye","59","29","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","aylin","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","aignon","6","39","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","affiliatecan","0","144","2","0","0","€ 13.72","€ 3.43"
"Nesine","1","Jan-24","kemalkcrgl","0","106","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ustaenes","0","13","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","fk502","0","6,144","242","262","262","€ 460,679.60","€ 230,339.80"
"Nesine","1","Jan-24","casinoseiten","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","stckhlm","3","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-yabancidiziizle1","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","redcasino","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","FreeSpin","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","affiliatobet10","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ilginn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","cancayci","0","2","0","0","0","-€ 349.25","€ 0.00"
"Nesine","1","Jan-24","ams-video","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","pisipisi","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","equadrat12","40,913","19","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","websearch","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","xuanhuong","2","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","KingCrimson","0","41","0","0","0","€ 48.25","€ 12.06"
"Nesine","1","Jan-24","johnnybet","0","23","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","teknomax","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","macyayinlari","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","undercover5","2","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","bets10tr","33","2,427","8","11","11","€ 12,639.77","€ 0.00"
"Nesine","1","Jan-24","iyicasino","0","329","8","5","5","€ 5,853.82","€ 2,048.84"
"Nesine","1","Jan-24","emirkuzey10","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","daloagam","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-bahisanaliz","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","atdhe","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","top100book","0","39","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","freekasyno","0","13","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","betaff","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","seymuskortak","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","bezdepozytu","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","copbet10","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","sporbahisleri","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","FPCommunity","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","promopoker4all","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ukashcardabulut81","1","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","PokerLT","0","8","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Hooligans","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","rgamma","0","25","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hdfilmsitesi","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","emmesse","0","16","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","nehiradmin","20","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","karakartal234","1","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","studentgambler","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","erdalilgin","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","freecashforum","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","arda2ber","10","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Besiktask","0","128","0","0","0","€ 145.64","€ 43.69"
"Nesine","1","Jan-24","derbyy","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","bahiscehennemi","1","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","cezmix","1","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","isaistanbul","0","11","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","stellacommission","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-dizimag-pageskin","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","epyos","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ufuk8484","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","senol","41","62","4","4","4","€ 317.08","€ 79.27"
"Nesine","1","Jan-24","bahis100","3","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ferhat01","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","sulbiye","364","141","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-inmobi","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","playeredge","7","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","manna","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","messii","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-leander","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","wuslat690","1","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","obst","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","przemo102","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","gollulutfu","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-yabancidiziizle-pgskn","0","18","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","hazirmac","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","harelce","28","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Maad21","0","44","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","franeeduardo","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","mister","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ademkurklu","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","dafalgan150","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","bonuskrali","123","9","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","bohemabi","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","macbolgesi","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","psikopus","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","abdullahugurlu","0","14","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","mericcan","2","447","43","1","1","€ 4.31","€ 1.72"
"Nesine","1","Jan-24","muratozdogan","0","1","0","0","0","€ 0.01","€ 0.00"
"Nesine","1","Jan-24","casinosepetim","0","1,826","2","1","1","€ 108.94","€ 73.13"
"Nesine","1","Jan-24","AlperanQ","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","pokeroyna","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","bahis39","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","joonasml","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","slottimania","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Allforbets","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ezgambler","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","lunarb1","268","1,512","2","3","3","€ 308.80","€ 213.08"
"Nesine","1","Jan-24","ams-hdfilmsitesi-video","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","casinoadviser","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-filmifullizle-pgskn","0","29","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-fullhdfilmizle-pgskn","0","34","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","1casinooyunlari","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","aras10","22","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","tubecuda","0","39,315","270","125","125","€ 28,546.79","€ 11,243.71"
"Nesine","1","Jan-24","ams-hdfilmsitesi-pgskn","0","17","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-cinee-izle-net-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-sinemadafilmizle-pgskn","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-bahisanaliz-mailing","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-bahisanaliz-SMS","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-bluesport-org","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","cagatay49","4","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Netentcasino","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","xperia","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-bahispesinde","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-iphone-iddaatahminleri","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","bulut5757","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","WideRise","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","nwalkerjv","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","teufel25","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-yeppudaa-pgskn","0","7","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","nusretsinkil","17","8","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-ddizi-pgskn","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hddizitvizle-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","densopel","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","gokselcakmak","2","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-mobil-yabancidiziizle","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","tugrulsopoglu","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ayhan2000","18","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","esiok5121","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","yasinsir","1","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","smuser8","2,539","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","xjy7619gk","0","9","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","abahis","0","105,467","133","106","106","€ 22,054.06","€ 6,218.92"
"Nesine","1","Jan-24","ams-indirmedenfilmizle-net-pgskn","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-filmseyret-net-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hdfilmdeposu-net-pgskn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-fullmuvi-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-sinevizyonda-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-blind-network","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","thelastkinq","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","serpilim","0","95","2","0","0","€ 1,001.31","€ 250.33"
"Nesine","1","Jan-24","umuttcann","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Cassz","0","41","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hizliizlefilm-pgskn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","trixonite","0","4","0","0","0","€ 296.26","€ 74.06"
"Nesine","1","Jan-24","asyaefe","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","baysihir","9","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-fullhdfilmseyret-pgskn","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-macsalonu-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","blogoogle","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","timeiddaa","12","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-dizist-pgskn","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-macadogru-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-birdenizle-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-onlinefilmkeyfi-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hdfilm61-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-direkizlehd-pgskn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-aedn-org-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-sinemapol-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hddizitvizle1-pgskn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-720pfilmizle-tv-pgskn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hdizles-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ccjourneycl","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","aspeqt","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hdfilmcehennemi-pgskn","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-bedavaafilmizle-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-totemfutbol-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hdyabancidizi-pgskn","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-birhdfilm-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","batuhansoyer","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-canlidiziizleyin-net-pgskn","0","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","mehmetkara","5","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","attut","8","8","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-jetfilmizle-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","lgnd003","2","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-diziamk-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","mhaysal","0","147","0","1","1","-€ 103.72","€ 0.00"
"Nesine","1","Jan-24","habermelita","104","4","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hdfilmgecesi-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-fullhdfilmizledim-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-yerlikomedi-net-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","snrbbk","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-android-sportkahin","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","fatihgg","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","serhat1988","0","12","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","EVIPER","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","jokergoogle","7","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","max2april","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","casino34","0","19","0","0","0","-€ 96.97","€ 0.00"
"Nesine","1","Jan-24","bahissitesi","0","91","2","0","0","€ 0.64","€ 0.16"
"Nesine","1","Jan-24","shen39","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","kuzeybey","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","abdul","3","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","galinstefanov","0","144","0","1","1","€ 110.36","€ 73.63"
"Nesine","1","Jan-24","royalgames","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Scope16","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-koreanimeizle-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-fragman-tv-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","blexr","0","26","0","0","0","€ 6.98","€ 2.79"
"Nesine","1","Jan-24","bestwinbet","0","82","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","bybahis","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-social-media-accounts","0","10","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","jhooper10","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","sevinz","0","96","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-2015filmleri-pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-android-turk-nisanci","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","shape","0","44","0","0","0","€ 335.69","€ 83.92"
"Nesine","1","Jan-24","ams-hdmovieswatch-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ferdimeric777","391","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-android-mac-bultenleri","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-pageskin","0","16","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","skakkola","0","29","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-android-bay-tahmin","0","3","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","illegalbahis","0","20","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","milimetrik","0","1,588","6","3","3","€ 410.52","€ 102.63"
"Nesine","1","Jan-24","janti0","85","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","doganyasin01","11","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","seobet","0","6","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","AQMSL","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Berdush63","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Alpov","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Seoactivity","666","324,598","1,396","1,017","1,017","€ 735,618.59","€ 0.00"
"Nesine","1","Jan-24","norp34","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-bahisanalizeuro2016","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-filmifullizleeu16pgskn","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ams-hdfilmevrenieu16-pgskn","0","2","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","sukrubey1","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","sukrubey2","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","onlinegamblenet","0","65","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","LegendCo","0","0","0","0","0","€ 861.94","€ 301.68"
"Nesine","1","Jan-24","turkmedia","0","1","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","manma34","33","0","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","Admedia","0","1,194","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","bahisbet10","0","6","0","0","0","-€ 589.32","€ 0.00"
"Nesine","1","Jan-24","vroman","0","21","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","ensaglambahissiteleri","0","5","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","KBSystems1","0","64","0","0","0","€ 0.00","€ 0.00"
"Nesine","1","Jan-24","yigituslanmaz34","0","3","0","0","0","€ 0.00","€ 0.00"
